1,0x0000000000000000000000000000000000001004,BSC: Token Hub,154,035,376.66617236 BNB,--,2,809,266
131,0xf3ebd497e64fa22ec95458a40aa29de3795d3a18,,9,396.48948364 BNB,0.04200264%,10
132,0x0dc88e4a82e66b980d899b89e4515b5367c7c4a5,,9,377.006395 BNB,0.04191555%,16
133,0x089a4055b37e033675538513d84841b99a32226e,,9,269.44387035 BNB,0.04143474%,6,189
134,0xcda14bccec59086189a1b2548ccfe4f77753d507,,9,200.0080565 BNB,0.04112436%,207
135,0xd6faf697504075a358524996b132b532cc5d0f14,Anyswap: Moonriver Bridge,9,107.88844537 BNB,0.04071258%,5,336
136,0x6fb62adeae9f2a60b9cfd9ee600133a4f3973e57,,9,000 BNB,0.04023032%,2
137,0x000f9d34015cf024cffaa42678b66d85785cb0f5,,8,950.00576077 BNB,0.04000684%,51
138,0x986a2fca9eda0e06fbf7839b89bfc006ee2a23dd,,8,884.63285705 BNB,0.03971462%,96,367
139,0x58a82215fe1874e3e450e2b56171b950aa9ecbfb,,8,855.97773478 BNB,0.03958654%,250
140,0xf38343119f7dc7a67028ccb8d5d2de7faaa9d079,,8,671.50628936 BNB,0.03876194%,19
141,0xf977814e90da44bfa03b6295a0616a897441acec,,8,406.39608774 BNB,0.03757689%,1,277
142,0x80369f070744028a934f1385e362ce578e10d6c0,,8,388.8055495 BNB,0.03749826%,50
143,0x79c5bc7acc2086d3cdf653b506cca31c4bfc12cf,,8,271.78279222 BNB,0.03697516%,2,722
144,0x10fe69315b94e1cb2c0e025969dc4d23e0df9ea7,,8,181.70628936 BNB,0.03657252%,11
145,0x050cdbd512565b46e04d85737f94f04adf604cb5,,8,166.00512774 BNB,0.03650233%,305
146,0xa7e7799072723a4c1bc28a8faec3909dcb73390d,,8,000.00639454 BNB,0.03576031%,3
147,0x22825796d7db25b4e7d0436c2f49be21138a6d8d,,7,997.04678337 BNB,0.03574708%,42
148,0x6562e761e3c43ae44305f6eec2e9af3c379f2e06,,7,916.49962474 BNB,0.03538703%,41
149,0x28c3fa9e9f615f5245fe8255066959e9994b0b67,,7,822.21526786 BNB,0.03496558%,7,942
150,0x6e0c5e5239b51571eef3338b6206df4bf9d9a7ae,,7,799.39239517 BNB,0.03486356%,99
151,0x286180ba790a291494546b48ab60c2ac76052921,,7,594.40564018 BNB,0.03394726%,156
152,0x6c619a3e1a50482ca2c62e48185b6aabc0bbb050,,7,239.11684085 BNB,0.03235911%,8
153,0x325dfd3fabb9ea9de9d54c604500a6b55d0f84e6,,7,160.50628942 BNB,0.03200772%,5
154,0xce93f9827813761665ce348e33768cb1875a9704,,7,069.78747344 BNB,0.03160220%,114,928
155,0xce97c8caafca35025c74c8fc1e84958892515632,,7,000 BNB,0.03129025%,3
156,0xedf02dd4af4441f7326f2ce87ab7f0f82907d30c,,6,989.74832531 BNB,0.03124442%,99
157,0xcbd917800c0acc978a03ecfc20fa80f0a60eb366,,6,870.006395 BNB,0.03070917%,62
158,0x81d8068ff88bb058878017d2a613fd55936ff599,,6,754.21332128 BNB,0.03019157%,2,213
159,0x2909cdd43edcac43d569586b1bed70cdfd9d50f8,,6,658.48429444 BNB,0.02976366%,14
160,0x6fda19da24d368102e6f7b3958ecd8e1bf0e8634,,6,506.00499309 BNB,0.02908207%,142
161,0x525635374307559dd55c64f15cf101515259db41,,6,387.31173995 BNB,0.02855151%,3,688
162,0x2f755c17d77210f97e2e9fbbd2d12061b86e9592,,6,358.72777 BNB,0.02842374%,15
163,0x580de58c1bd593a43dadcf0a739d504621817c05,Thoreum: THOREUM Token,6,198.07578644 BNB,0.02770562%,99,369
164,0x992bbf8fd82da860af8f9dc9db9d21bc854806df,,6,110.48180698 BNB,0.02731407%,6
165,0x37fa643626679b472af18beec4ad2c5cb0e26c75,,6,090.50597204 BNB,0.02722478%,152
166,0xbbda05ea467ad348212dade5c38c11910c14e83e,,6,038.34228474 BNB,0.02699160%,24,736
167,0xa75ede99f376dd47f3993bc77037f61b5737c6ea,,6,000.99946287 BNB,0.02682468%,19
168,0xf62fdbf2bcf5d7aa7140949548dc85a394aed13d,,6,000.10728873 BNB,0.02682069%,5
169,0x04cdb95e4a79cbd0ba6bae77564c6a0a7a191e20,,6,000.106395 BNB,0.02682069%,5
170,0x0d329ceb1413cc15d12d45d3f20f78f20c45afb9,,6,000.00629 BNB,0.02682024%,14
